t_k,alpha_tk,nu_tk,r_t,V_irs
0.25000000,0.05000686,0.00740722,0.06539151,0.07666871
0.25000000,0.05000686,0.00740722,0.05052078,0.00348991
0.25000000,0.05000686,0.00740722,0.05119342,0.00693662
0.25000000,0.05000686,0.00740722,0.05797880,0.04097108
0.25000000,0.05000686,0.00740722,0.04374286,-0.03199485
0.25000000,0.05000686,0.00740722,0.05247398,0.01346163
0.25000000,0.05000686,0.00740722,0.04981529,-0.00013945
0.25000000,0.05000686,0.00740722,0.05233204,0.01274076
0.25000000,0.05000686,0.00740722,0.04383391,-0.03150894
0.25000000,0.05000686,0.00740722,0.03823258,-0.06188050
0.25000000,0.05000686,0.00740722,0.03465182,-0.08181592
0.25000000,0.05000686,0.00740722,0.04173015,-0.04280129
0.25000000,0.05000686,0.00740722,0.04660935,-0.01681885
0.25000000,0.05000686,0.00740722,0.04783512,-0.01040524
0.25000000,0.05000686,0.00740722,0.06435635,0.07177432
0.25000000,0.05000686,0.00740722,0.05819919,0.04205444
0.25000000,0.05000686,0.00740722,0.04288044,-0.03660996
0.25000000,0.05000686,0.00740722,0.05258241,0.01401192
0.25000000,0.05000686,0.00740722,0.04699154,-0.01481426
0.25000000,0.05000686,0.00740722,0.04790051,-0.01006437
0.25000000,0.05000686,0.00740722,0.05137961,0.00788828
0.25000000,0.05000686,0.00740722,0.05459319,0.02415508
0.25000000,0.05000686,0.00740722,0.04749390,-0.01218610
0.25000000,0.05000686,0.00740722,0.05788704,0.04051959
0.25000000,0.05000686,0.00740722,0.04154827,-0.04378399
0.25000000,0.05000686,0.00740722,0.05005381,0.00108928
0.25000000,0.05000686,0.00740722,0.06924840,0.09465143
0.25000000,0.05000686,0.00740722,0.05165926,0.00931581
0.25000000,0.05000686,0.00740722,0.06062299,0.05387920
0.25000000,0.05000686,0.00740722,0.05068477,0.00433144
0.25000000,0.05000686,0.00740722,0.05430880,0.02272760
0.25000000,0.05000686,0.00740722,0.04958625,-0.00132086
0.25000000,0.05000686,0.00740722,0.04874461,-0.00567565
0.25000000,0.05000686,0.00740722,0.04423306,-0.02938183
0.25000000,0.05000686,0.00740722,0.05319419,0.01711040
0.25000000,0.05000686,0.00740722,0.04369934,-0.03222723
0.25000000,0.05000686,0.00740722,0.05493699,0.02587765
0.25000000,0.05000686,0.00740722,0.05804582,0.04130064
0.25000000,0.05000686,0.00740722,0.05272184,0.01471902
0.25000000,0.05000686,0.00740722,0.04788655,-0.01013714
0.25000000,0.05000686,0.00740722,0.05336948,0.01799616
0.25000000,0.05000686,0.00740722,0.04772045,-0.01100333
0.25000000,0.05000686,0.00740722,0.05693666,0.03582962
0.25000000,0.05000686,0.00740722,0.03644123,-0.07180218
0.25000000,0.05000686,0.00740722,0.04752094,-0.01204483
0.25000000,0.05000686,0.00740722,0.03526048,-0.07839819
0.25000000,0.05000686,0.00740722,0.03893261,-0.05803101
0.25000000,0.05000686,0.00740722,0.06010928,0.05138673
0.25000000,0.05000686,0.00740722,0.05663769,0.03434894
0.25000000,0.05000686,0.00740722,0.04467751,-0.02701903
0.25000000,0.05000686,0.00740722,0.03887749,-0.05833360
0.25000000,0.05000686,0.00740722,0.02804794,-0.11967918
0.25000000,0.05000686,0.00740722,0.04598107,-0.02012377
0.25000000,0.05000686,0.00740722,0.06793540,0.08857413
0.25000000,0.05000686,0.00740722,0.05322814,0.01728201
0.25000000,0.05000686,0.00740722,0.04586198,-0.02075154
0.25000000,0.05000686,0.00740722,0.05345181,0.01841188
0.25000000,0.05000686,0.00740722,0.03844450,-0.06071354
0.25000000,0.05000686,0.00740722,0.04780452,-0.01056482
0.25000000,0.05000686,0.00740722,0.05074371,0.00463371
0.25000000,0.05000686,0.00740722,0.04936909,-0.00244248
0.25000000,0.05000686,0.00740722,0.05586453,0.03050804
0.25000000,0.05000686,0.00740722,0.05255972,0.01389679
0.25000000,0.05000686,0.00740722,0.05495730,0.02597926
0.25000000,0.05000686,0.00740722,0.04490793,-0.02579643
0.25000000,0.05000686,0.00740722,0.05665717,0.03444552
0.25000000,0.05000686,0.00740722,0.06207275,0.06087384
0.25000000,0.05000686,0.00740722,0.04282075,-0.03693023
0.25000000,0.05000686,0.00740722,0.04343150,-0.03365840
0.25000000,0.05000686,0.00740722,0.05990131,0.05037554
0.25000000,0.05000686,0.00740722,0.04858953,-0.00648037
0.25000000,0.05000686,0.00740722,0.06040527,0.05282373
0.25000000,0.05000686,0.00740722,0.04672890,-0.01619134
0.25000000,0.05000686,0.00740722,0.06078470,0.05466227
0.25000000,0.05000686,0.00740722,0.05098080,0.00584856
0.25000000,0.05000686,0.00740722,0.05191962,0.01064278
0.25000000,0.05000686,0.00740722,0.06159707,0.05858522
0.25000000,0.05000686,0.00740722,0.04732714,-0.01305765
0.25000000,0.05000686,0.00740722,0.04303576,-0.03577709
0.25000000,0.05000686,0.00740722,0.04668424,-0.01642568
0.25000000,0.05000686,0.00740722,0.05335739,0.01793511
0.25000000,0.05000686,0.00740722,0.03840894,-0.06090926
0.25000000,0.05000686,0.00740722,0.05472874,0.02483465
0.25000000,0.05000686,0.00740722,0.04601606,-0.01993939
0.25000000,0.05000686,0.00740722,0.05850896,0.04357484
0.25000000,0.05000686,0.00740722,0.03227205,-0.09529438
0.25000000,0.05000686,0.00740722,0.04418059,-0.02966116
0.25000000,0.05000686,0.00740722,0.03751482,-0.06584366
0.25000000,0.05000686,0.00740722,0.04388680,-0.03122684
0.25000000,0.05000686,0.00740722,0.05184137,0.01024421
0.25000000,0.05000686,0.00740722,0.04867929,-0.00601453
0.25000000,0.05000686,0.00740722,0.04813003,-0.00886891
0.25000000,0.05000686,0.00740722,0.04882774,-0.00524459
0.25000000,0.05000686,0.00740722,0.05151340,0.00857153
0.25000000,0.05000686,0.00740722,0.04253641,-0.03845737
0.25000000,0.05000686,0.00740722,0.05524265,0.02740624
0.25000000,0.05000686,0.00740722,0.05491537,0.02576941
0.25000000,0.05000686,0.00740722,0.05285892,0.01541369
0.25000000,0.05000686,0.00740722,0.05412922,0.02182502
0.25000000,0.05000686,0.00740722,0.05220249,0.01208227
0.25000000,0.05000686,0.00740722,0.06508109,0.07520406
0.25000000,0.05000686,0.00740722,0.04936173,-0.00248051
0.25000000,0.05000686,0.00740722,0.04773223,-0.01094190
0.25000000,0.05000686,0.00740722,0.04442531,-0.02835902
0.25000000,0.05000686,0.00740722,0.04236066,-0.03940253
0.25000000,0.05000686,0.00740722,0.04078878,-0.04789871
0.25000000,0.05000686,0.00740722,0.04342334,-0.03370204
0.25000000,0.05000686,0.00740722,0.04948331,-0.00185236
0.25000000,0.05000686,0.00740722,0.05248306,0.01350769
0.25000000,0.05000686,0.00740722,0.05038568,0.00279604
0.25000000,0.05000686,0.00740722,0.04433637,-0.02883207
0.25000000,0.05000686,0.00740722,0.05667472,0.03453249
0.25000000,0.05000686,0.00740722,0.05548385,0.02861061
0.25000000,0.05000686,0.00740722,0.04882431,-0.00526239
0.25000000,0.05000686,0.00740722,0.04517056,-0.02440490
0.25000000,0.05000686,0.00740722,0.05406918,0.02152305
0.25000000,0.05000686,0.00740722,0.05139922,0.00798848
0.25000000,0.05000686,0.00740722,0.03928026,-0.05612505
0.25000000,0.05000686,0.00740722,0.04950331,-0.00174907
0.25000000,0.05000686,0.00740722,0.05194781,0.01078638
0.25000000,0.05000686,0.00740722,0.04334262,-0.03413382
0.25000000,0.05000686,0.00740722,0.05141307,0.00805922
0.25000000,0.05000686,0.00740722,0.03923067,-0.05639671
0.25000000,0.05000686,0.00740722,0.05990428,0.05039002
0.25000000,0.05000686,0.00740722,0.05925070,0.04720451
0.25000000,0.05000686,0.00740722,0.04813641,-0.00883574
0.25000000,0.05000686,0.00740722,0.05269904,0.01460347
0.25000000,0.05000686,0.00740722,0.03215604,-0.09595617
0.25000000,0.05000686,0.00740722,0.04144154,-0.04436116
0.25000000,0.05000686,0.00740722,0.04783077,-0.01042792
0.25000000,0.05000686,0.00740722,0.04206533,-0.04099296
0.25000000,0.05000686,0.00740722,0.05529855,0.02768551
0.25000000,0.05000686,0.00740722,0.06480127,0.07388153
0.25000000,0.05000686,0.00740722,0.04129141,-0.04517356
0.25000000,0.05000686,0.00740722,0.04380358,-0.03167077
0.25000000,0.05000686,0.00740722,0.05175088,0.00978298
0.25000000,0.05000686,0.00740722,0.06194075,0.06023937
0.25000000,0.05000686,0.00740722,0.04095246,-0.04701041
0.25000000,0.05000686,0.00740722,0.05185152,0.01029592
0.25000000,0.05000686,0.00740722,0.06349762,0.06769198
0.25000000,0.05000686,0.00740722,0.03777192,-0.06442221
0.25000000,0.05000686,0.00740722,0.04051770,-0.04937174
0.25000000,0.05000686,0.00740722,0.04686911,-0.01545592
0.25000000,0.05000686,0.00740722,0.04615075,-0.01923005
0.25000000,0.05000686,0.00740722,0.05602597,0.03131146
0.25000000,0.05000686,0.00740722,0.05179688,0.01001750
0.25000000,0.05000686,0.00740722,0.03685932,-0.06947733
0.25000000,0.05000686,0.00740722,0.05382462,0.02029190
0.25000000,0.05000686,0.00740722,0.04572890,-0.02145360
0.25000000,0.05000686,0.00740722,0.05944697,0.04816237
0.25000000,0.05000686,0.00740722,0.04535818,-0.02341214
0.25000000,0.05000686,0.00740722,0.04529131,-0.02376586
0.25000000,0.05000686,0.00740722,0.05401514,0.02125113
0.25000000,0.05000686,0.00740722,0.05565802,0.02947924
0.25000000,0.05000686,0.00740722,0.05332603,0.01777667
0.25000000,0.05000686,0.00740722,0.03752127,-0.06580797
0.25000000,0.05000686,0.00740722,0.05399220,0.02113569
0.25000000,0.05000686,0.00740722,0.04234551,-0.03948406
0.25000000,0.05000686,0.00740722,0.05174960,0.00977648
0.25000000,0.05000686,0.00740722,0.03946094,-0.05513597
0.25000000,0.05000686,0.00740722,0.05331286,0.01771016
0.25000000,0.05000686,0.00740722,0.04403220,-0.03045161
0.25000000,0.05000686,0.00740722,0.04050610,-0.04943480
0.25000000,0.05000686,0.00740722,0.05529428,0.02766419
0.25000000,0.05000686,0.00740722,0.05179677,0.01001692
0.25000000,0.05000686,0.00740722,0.04545900,-0.02287910
0.25000000,0.05000686,0.00740722,0.06075606,0.05452362
0.25000000,0.05000686,0.00740722,0.04674285,-0.01611815
0.25000000,0.05000686,0.00740722,0.05024469,0.00207133
0.25000000,0.05000686,0.00740722,0.05199876,0.01104575
0.25000000,0.05000686,0.00740722,0.04541686,-0.02310186
0.25000000,0.05000686,0.00740722,0.05349667,0.01863831
0.25000000,0.05000686,0.00740722,0.04605546,-0.01973183
0.25000000,0.05000686,0.00740722,0.04695776,-0.01499125
0.25000000,0.05000686,0.00740722,0.06010025,0.05134283
0.25000000,0.05000686,0.00740722,0.04229901,-0.03973433
0.25000000,0.05000686,0.00740722,0.03213487,-0.09607700
0.25000000,0.05000686,0.00740722,0.06193942,0.06023299
0.25000000,0.05000686,0.00740722,0.06889029,0.09299842
0.25000000,0.05000686,0.00740722,0.04700494,-0.01474406
0.25000000,0.05000686,0.00740722,0.03566027,-0.07615979
0.25000000,0.05000686,0.00740722,0.04770704,-0.01107332
0.25000000,0.05000686,0.00740722,0.04788674,-0.01013615
0.25000000,0.05000686,0.00740722,0.04860005,-0.00642576
0.25000000,0.05000686,0.00740722,0.04175975,-0.04264146
0.25000000,0.05000686,0.00740722,0.05429979,0.02268235
0.25000000,0.05000686,0.00740722,0.05389200,0.02063128
0.25000000,0.05000686,0.00740722,0.03893747,-0.05800438
0.25000000,0.05000686,0.00740722,0.05518596,0.02712295
0.25000000,0.05000686,0.00740722,0.06521155,0.07581990
0.25000000,0.05000686,0.00740722,0.05128061,0.00738237
0.25000000,0.05000686,0.00740722,0.04750822,-0.01211129
0.25000000,0.05000686,0.00740722,0.04895501,-0.00458505
0.25000000,0.05000686,0.00740722,0.05456420,0.02400966
0.25000000,0.05000686,0.00740722,0.03718739,-0.06765700
0.25000000,0.05000686,0.00740722,0.05122454,0.00709572
0.25000000,0.05000686,0.00740722,0.04711461,-0.01416972
0.25000000,0.05000686,0.00740722,0.06369410,0.06862783
0.25000000,0.05000686,0.00740722,0.04871672,-0.00582032
0.25000000,0.05000686,0.00740722,0.06236127,0.06225892
0.25000000,0.05000686,0.00740722,0.04183121,-0.04225570
0.25000000,0.05000686,0.00740722,0.05435682,0.02296876
0.25000000,0.05000686,0.00740722,0.05237273,0.01294743
0.25000000,0.05000686,0.00740722,0.04356963,-0.03292001
0.25000000,0.05000686,0.00740722,0.05132087,0.00758816
0.25000000,0.05000686,0.00740722,0.05898825,0.04592200
0.25000000,0.05000686,0.00740722,0.04760846,-0.01158780
0.25000000,0.05000686,0.00740722,0.03747412,-0.06606887
0.25000000,0.05000686,0.00740722,0.04987677,0.00017742
0.25000000,0.05000686,0.00740722,0.04332241,-0.03424195
0.25000000,0.05000686,0.00740722,0.04747106,-0.01230539
0.25000000,0.05000686,0.00740722,0.04940252,-0.00226973
0.25000000,0.05000686,0.00740722,0.03737272,-0.06663022
0.25000000,0.05000686,0.00740722,0.03803932,-0.06294599
0.25000000,0.05000686,0.00740722,0.05357763,0.01904684
0.25000000,0.05000686,0.00740722,0.04613497,-0.01931312
0.25000000,0.05000686,0.00740722,0.03100923,-0.10252214
0.25000000,0.05000686,0.00740722,0.05582037,0.03028813
0.25000000,0.05000686,0.00740722,0.05202436,0.01117607
0.25000000,0.05000686,0.00740722,0.04471903,-0.02679861
0.25000000,0.05000686,0.00740722,0.04025281,-0.05081333
0.25000000,0.05000686,0.00740722,0.05619787,0.03216609
0.25000000,0.05000686,0.00740722,0.05259457,0.01407363
0.25000000,0.05000686,0.00740722,0.06765532,0.08727180
0.25000000,0.05000686,0.00740722,0.05311929,0.01673160
0.25000000,0.05000686,0.00740722,0.05287866,0.01551368
0.25000000,0.05000686,0.00740722,0.04877039,-0.00554198
0.25000000,0.05000686,0.00740722,0.05605690,0.03146526
0.25000000,0.05000686,0.00740722,0.05463700,0.02437476
0.25000000,0.05000686,0.00740722,0.05927866,0.04734104
0.25000000,0.05000686,0.00740722,0.04614530,-0.01925869
0.25000000,0.05000686,0.00740722,0.04678170,-0.01591433
0.25000000,0.05000686,0.00740722,0.04645804,-0.01761371
0.25000000,0.05000686,0.00740722,0.05586450,0.03050788
0.25000000,0.05000686,0.00740722,0.06110565,0.05621431
0.25000000,0.05000686,0.00740722,0.04660813,-0.01682528
0.25000000,0.05000686,0.00740722,0.04686047,-0.01550125
0.25000000,0.05000686,0.00740722,0.05233330,0.01274712
0.25000000,0.05000686,0.00740722,0.04818645,-0.00857532
0.25000000,0.05000686,0.00740722,0.05705893,0.03643442
0.25000000,0.05000686,0.00740722,0.03332745,-0.08929399
0.25000000,0.05000686,0.00740722,0.04388327,-0.03124563
0.25000000,0.05000686,0.00740722,0.04421133,-0.02949751
0.25000000,0.05000686,0.00740722,0.03281947,-0.09217749
0.25000000,0.05000686,0.00740722,0.04286898,-0.03667145
0.25000000,0.05000686,0.00740722,0.04322810,-0.03474677
0.25000000,0.05000686,0.00740722,0.04851723,-0.00685577
0.25000000,0.05000686,0.00740722,0.05825084,0.04230813
0.25000000,0.05000686,0.00740722,0.04819164,-0.00854831
0.25000000,0.05000686,0.00740722,0.04237139,-0.03934479
0.25000000,0.05000686,0.00740722,0.04958498,-0.00132742
0.25000000,0.05000686,0.00740722,0.05777832,0.03998435
0.25000000,0.05000686,0.00740722,0.04277772,-0.03716118
0.25000000,0.05000686,0.00740722,0.04326203,-0.03456511
0.25000000,0.05000686,0.00740722,0.05414415,0.02190009
0.25000000,0.05000686,0.00740722,0.04836589,-0.00764210
0.25000000,0.05000686,0.00740722,0.05480292,0.02520629
0.25000000,0.05000686,0.00740722,0.04990577,0.00032688
0.25000000,0.05000686,0.00740722,0.05520423,0.02721428
0.25000000,0.05000686,0.00740722,0.04233981,-0.03951475
0.25000000,0.05000686,0.00740722,0.04991734,0.00038649
0.25000000,0.05000686,0.00740722,0.04844623,-0.00722459
0.25000000,0.05000686,0.00740722,0.04100049,-0.04674994
0.25000000,0.05000686,0.00740722,0.03842583,-0.06081626
0.25000000,0.05000686,0.00740722,0.05508635,0.02662493
0.25000000,0.05000686,0.00740722,0.04740728,-0.01263873
0.25000000,0.05000686,0.00740722,0.04243460,-0.03900476
0.25000000,0.05000686,0.00740722,0.04929444,-0.00282837
0.25000000,0.05000686,0.00740722,0.05836234,0.04285555
0.25000000,0.05000686,0.00740722,0.03311293,-0.09051065
0.25000000,0.05000686,0.00740722,0.03892093,-0.05809515
0.25000000,0.05000686,0.00740722,0.04317084,-0.03505339
0.25000000,0.05000686,0.00740722,0.06083013,0.05488214
0.25000000,0.05000686,0.00740722,0.05210004,0.01156120
0.25000000,0.05000686,0.00740722,0.05569055,0.02964135
0.25000000,0.05000686,0.00740722,0.04156144,-0.04371283
0.25000000,0.05000686,0.00740722,0.04171421,-0.04288737
0.25000000,0.05000686,0.00740722,0.05332391,0.01776598
0.25000000,0.05000686,0.00740722,0.05043851,0.00306744
0.25000000,0.05000686,0.00740722,0.05407149,0.02153463
0.25000000,0.05000686,0.00740722,0.04861674,-0.00633914
0.25000000,0.05000686,0.00740722,0.05206713,0.01139373
0.25000000,0.05000686,0.00740722,0.05117808,0.00685814
0.25000000,0.05000686,0.00740722,0.05576795,0.03002704
0.25000000,0.05000686,0.00740722,0.05598455,0.03110536
0.25000000,0.05000686,0.00740722,0.03800811,-0.06311817
0.25000000,0.05000686,0.00740722,0.03336085,-0.08910471
0.25000000,0.05000686,0.00740722,0.05742701,0.03825259
0.25000000,0.05000686,0.00740722,0.05880460,0.04502339
0.25000000,0.05000686,0.00740722,0.04244688,-0.03893874
0.25000000,0.05000686,0.00740722,0.03623065,-0.07297526
0.25000000,0.05000686,0.00740722,0.05074043,0.00461690
0.25000000,0.05000686,0.00740722,0.05690178,0.03565700
0.25000000,0.05000686,0.00740722,0.06332203,0.06685480
0.25000000,0.05000686,0.00740722,0.05383119,0.02032500
0.25000000,0.05000686,0.00740722,0.04725347,-0.01344298
0.25000000,0.05000686,0.00740722,0.04339124,-0.03387371
0.25000000,0.05000686,0.00740722,0.05009168,0.00128420
0.25000000,0.05000686,0.00740722,0.04779014,-0.01063981
0.25000000,0.05000686,0.00740722,0.04248803,-0.03871747
0.25000000,0.05000686,0.00740722,0.06518244,0.07568254
0.25000000,0.05000686,0.00740722,0.06322999,0.06641561
0.25000000,0.05000686,0.00740722,0.05842182,0.04314742
0.25000000,0.05000686,0.00740722,0.04318592,-0.03497262
0.25000000,0.05000686,0.00740722,0.05634017,0.03287296
0.25000000,0.05000686,0.00740722,0.05474471,0.02491466
0.25000000,0.05000686,0.00740722,0.05328489,0.01756882
0.25000000,0.05000686,0.00740722,0.05926340,0.04726655
0.25000000,0.05000686,0.00740722,0.05471319,0.02475670
0.25000000,0.05000686,0.00740722,0.05548831,0.02863284
0.25000000,0.05000686,0.00740722,0.05472456,0.02481369
0.25000000,0.05000686,0.00740722,0.05253117,0.01375193
0.25000000,0.05000686,0.00740722,0.03679526,-0.06983321
0.25000000,0.05000686,0.00740722,0.05062626,0.00403128
0.25000000,0.05000686,0.00740722,0.04588702,-0.02061951
0.25000000,0.05000686,0.00740722,0.04052680,-0.04932227
0.25000000,0.05000686,0.00740722,0.06246444,0.06275368
0.25000000,0.05000686,0.00740722,0.06281391,0.06442729
0.25000000,0.05000686,0.00740722,0.06007490,0.05121965
0.25000000,0.05000686,0.00740722,0.05189728,0.01052901
0.25000000,0.05000686,0.00740722,0.06001123,0.05091016
0.25000000,0.05000686,0.00740722,0.05009614,0.00130714
0.25000000,0.05000686,0.00740722,0.05150902,0.00854919
0.25000000,0.05000686,0.00740722,0.04190728,-0.04184525
0.25000000,0.05000686,0.00740722,0.05294746,0.01586208
0.25000000,0.05000686,0.00740722,0.05045415,0.00314777
0.25000000,0.05000686,0.00740722,0.04035783,-0.05024152
0.25000000,0.05000686,0.00740722,0.04962763,-0.00110731
0.25000000,0.05000686,0.00740722,0.04941628,-0.00219861
0.25000000,0.05000686,0.00740722,0.06332179,0.06685363
0.25000000,0.05000686,0.00740722,0.05663049,0.03431327
0.25000000,0.05000686,0.00740722,0.05009164,0.00128397
0.25000000,0.05000686,0.00740722,0.05184968,0.01028653
0.25000000,0.05000686,0.00740722,0.05033435,0.00253226
0.25000000,0.05000686,0.00740722,0.04850383,-0.00692538
0.25000000,0.05000686,0.00740722,0.04198908,-0.04140403
0.25000000,0.05000686,0.00740722,0.04888798,-0.00493233
0.25000000,0.05000686,0.00740722,0.04448034,-0.02806646
0.25000000,0.05000686,0.00740722,0.04074550,-0.04813376
0.25000000,0.05000686,0.00740722,0.05379359,0.02013560
0.25000000,0.05000686,0.00740722,0.05290504,0.01564729
0.25000000,0.05000686,0.00740722,0.03677232,-0.06996065
0.25000000,0.05000686,0.00740722,0.04909811,-0.00384405
0.25000000,0.05000686,0.00740722,0.05738224,0.03803165
0.25000000,0.05000686,0.00740722,0.05785276,0.04035087
0.25000000,0.05000686,0.00740722,0.05760546,0.03913268
0.25000000,0.05000686,0.00740722,0.05029510,0.00233051
0.25000000,0.05000686,0.00740722,0.04374742,-0.03197051
0.25000000,0.05000686,0.00740722,0.04197966,-0.04145482
0.25000000,0.05000686,0.00740722,0.05255942,0.01389528
0.25000000,0.05000686,0.00740722,0.05281627,0.01519762
0.25000000,0.05000686,0.00740722,0.05954240,0.04862773
0.25000000,0.05000686,0.00740722,0.05815465,0.04183559
0.25000000,0.05000686,0.00740722,0.04902741,-0.00421005
0.25000000,0.05000686,0.00740722,0.04079075,-0.04788801
0.25000000,0.05000686,0.00740722,0.04764317,-0.01140664
0.25000000,0.05000686,0.00740722,0.05161594,0.00909482
0.25000000,0.05000686,0.00740722,0.04850998,-0.00689342
